1,1,1.63504e-07,0.000432349
0.595772,0.750732,9.74111e-08,0.000324579
0.537299,0.6962,8.78505e-08,0.000301002
0.475057,0.654334,7.76737e-08,0.000282901
0.465316,0.648938,7.6081e-08,0.000280568
0.472986,0.656051,7.73351e-08,0.000283643
0.501822,0.675402,8.20498e-08,0.000292009
0.577368,0.716857,9.44019e-08,0.000309932
0.494876,0.674965,8.09141e-08,0.000291821
0.553423,0.716783,9.04869e-08,0.000309901
0.67503,0.821802,1.1037e-07,0.000355306
0.63251,0.795178,1.03418e-07,0.000343795
0.548567,0.739695,8.96928e-08,0.000319807
0.501388,0.693929,8.19789e-08,0.00030002
0.482582,0.637488,7.89041e-08,0.000275617
0.479513,0.635265,7.84023e-08,0.000274657
0.455142,0.642832,7.44175e-08,0.000277928
0.460318,0.645893,7.52638e-08,0.000279252
0.469837,0.651978,7.68203e-08,0.000281882
0.4784,0.654995,7.82203e-08,0.000283187
0.403424,0.633814,6.59614e-08,0.000274029
0.491876,0.706819,8.04237e-08,0.000305593
0.403702,0.635233,6.60069e-08,0.000274643
0.413865,0.640736,6.76686e-08,0.000277022
0.425626,0.647616,6.95914e-08,0.000279996
0.403528,0.633905,6.59784e-08,0.000274068
0.403993,0.634235,6.60544e-08,0.000274211
0.259193,0.485434,4.23791e-08,0.000209877
0.261023,0.487483,4.26782e-08,0.000210763
0.270312,0.497615,4.41971e-08,0.000215144
0.256504,0.482479,4.19395e-08,0.000208599
0.257612,0.483693,4.21206e-08,0.000209124
0.255722,0.481619,4.18116e-08,0.000208228
0.255176,0.481019,4.17223e-08,0.000207968
0.255176,0.481019,4.17223e-08,0.000207968
0.255176,0.481019,4.17223e-08,0.000207968
0.255176,0.481019,4.17223e-08,0.000207968
0.255555,0.481458,4.17842e-08,0.000208158
0.23749,0.459154,3.88305e-08,0.000198515
0.292295,0.524748,4.77913e-08,0.000226874
0.373519,0.612206,6.10719e-08,0.000264687
0.256409,0.477981,4.19239e-08,0.000206655
0.314638,0.536285,5.14446e-08,0.000231862
0.26487,0.487503,4.33073e-08,0.000210771
