1,1,1.63504e-07,0.000432349
0.675414,0.785259,1.10433e-07,0.000339506
0.501833,0.677806,8.20517e-08,0.000293049
0.461196,0.633861,7.54074e-08,0.00027405
0.48954,0.626283,8.00417e-08,0.000270773
0.481093,0.637218,7.86607e-08,0.000275501
0.469842,0.630635,7.68211e-08,0.000272655
0.465477,0.627946,7.61073e-08,0.000271492
0.469617,0.626829,7.67842e-08,0.000271009
0.478195,0.626616,7.81868e-08,0.000270917
0.507064,0.626245,8.29069e-08,0.000270757
0.556733,0.626825,9.10281e-08,0.000271007
0.581593,0.626694,9.50928e-08,0.000270951
0.557091,0.626201,9.10866e-08,0.000270738
0.584035,0.626201,9.54921e-08,0.000270738
0.603434,0.701986,9.86638e-08,0.000303503
0.58659,0.691832,9.59097e-08,0.000299113
0.549118,0.668667,8.9783e-08,0.000289098
0.536912,0.650006,8.77872e-08,0.00028103
0.530973,0.630302,8.68162e-08,0.000272511
0.603936,0.625279,9.87459e-08,0.000270339
0.667952,0.625279,1.09213e-07,0.000270339
0.76325,0.625279,1.24794e-07,0.000270339
0.667952,0.625279,1.09213e-07,0.000270339
0.763248,0.625279,1.24794e-07,0.000270339
0.604446,0.625279,9.88293e-08,0.000270339
0.605066,0.625279,9.89307e-08,0.000270339
0.574361,0.625279,9.39103e-08,0.000270339
0.575001,0.625279,9.40148e-08,0.000270339
0.57607,0.625279,9.41897e-08,0.000270339
5.15588e+09,0.625279,843.007,0.000270339
5.15588e+09,0.625279,843.007,0.000270339
5.15588e+09,0.625279,843.007,0.000270339
5.15588e+09,0.625279,843.007,0.000270339
0.518826,0.611723,8.483e-08,0.000264478
0.715442,0.704995,1.16978e-07,0.000304804
0.527395,0.611723,8.62311e-08,0.000264478
0.521639,0.611723,8.52901e-08,0.000264478
0.528173,0.611723,8.63583e-08,0.000264478
0.519267,0.611733,8.49022e-08,0.000264482
0.54278,0.617305,8.87466e-08,0.000266892
0.338087,0.462223,5.52785e-08,0.000199842
0.340532,0.464472,5.56783e-08,0.000200814
0.35232,0.475023,5.76057e-08,0.000205376
0.334666,0.459156,5.47191e-08,0.000198516
0.336084,0.460427,5.49511e-08,0.000199065
0.33364,0.458235,5.45514e-08,0.000198118
0.332945,0.457608,5.44378e-08,0.000197846
0.332945,0.457608,5.44378e-08,0.000197846
0.332946,0.457608,5.4438e-08,0.000197846
0.332945,0.457608,5.44378e-08,0.000197846
0.333407,0.458058,5.45134e-08,0.000198041
0.312199,0.436807,5.10458e-08,0.000188853
0.376051,0.499208,6.14858e-08,0.000215832
0.468726,0.58241,7.66386e-08,0.000251805
0.331908,0.452628,5.42683e-08,0.000195693
0.399993,0.510049,6.54005e-08,0.000220519
0.519851,0.59606,8.49977e-08,0.000257706
0.36043,0.47701,5.89317e-08,0.000206235
